window_id,window_start_utc,window_end_utc,second_in_window,timestamp,datetime_utc,up_cents,down_cents,btc_price_usd,market_slug,up_token_id,down_token_id
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,182,1773942182,2026-03-19 17:43:02 UTC,47.5,52.5,69526.93,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,183,1773942183,2026-03-19 17:43:03 UTC,47.5,52.5,69526.93,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,184,1773942184,2026-03-19 17:43:04 UTC,47.5,52.5,69524.27,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,185,1773942185,2026-03-19 17:43:05 UTC,43.5,56.0,69524.26,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,186,1773942186,2026-03-19 17:43:06 UTC,44.5,55.5,69524.26,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,187,1773942187,2026-03-19 17:43:07 UTC,44.5,55.5,69524.27,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,188,1773942188,2026-03-19 17:43:08 UTC,44.5,55.5,69524.27,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,189,1773942189,2026-03-19 17:43:09 UTC,44.5,55.5,69524.27,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,190,1773942190,2026-03-19 17:43:10 UTC,44.5,55.5,69524.26,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,191,1773942191,2026-03-19 17:43:11 UTC,44.5,56.0,69524.27,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,192,1773942192,2026-03-19 17:43:12 UTC,43.5,56.5,69519.49,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,193,1773942193,2026-03-19 17:43:13 UTC,38.5,61.5,69519.49,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
1773942300,2026-03-19 17:40:00 UTC,2026-03-19 17:45:00 UTC,194,1773942194,2026-03-19 17:43:14 UTC,38.5,61.5,69519.48,btc-updown-5m-1773942000,40917626871514109534815626859818646490277273976681674925899071424931668427435,74325136670261901106159168398864946815371650660171685071481988144821751273020
