window_key,window_ts,window_id,market_slug,target_buy_second,target_sell_second,up_0,up_10,up_20,up_30,up_0_bucket,up_10_bucket,up_20_bucket,up_30_bucket,up_slope_0_30,up_slope_dir,btc_slope_0_30,btc_slope_dir,crossed_below_45_before_buy,crossed_above_55_before_buy,spread_30,spread_30_bucket,up_volatility_0_buy,btc_volatility_0_buy,up_range_0_buy,btc_change_0_buy,up_change_10_30,up_profit_c,down_profit_c,up_win,down_win
1773929100__btc-updown-5m-1773928800,1773929100,1773929100,btc-updown-5m-1773928800,65,265,48.5,52.0,63.5,61.0,45to55,45to55,gt55,gt55,0.4166666666666667,positive,0.7176666666666278,positive,False,True,23.5,up_dominant,9.30252750097177,54.88379650604046,37.0,153.38000000000466,9.0,-77.0,77.0,False,True
1773929400__btc-updown-5m-1773929100,1773929400,1773929400,btc-updown-5m-1773929100,65,265,55.0,66.5,65.5,67.5,45to55,gt55,gt55,gt55,0.4166666666666667,positive,1.168666666666589,positive,False,True,34.0,up_dominant,6.7624999045233025,30.361073624687382,22.5,-15.589999999996508,1.0,-53.0,53.0,False,True
1773929700__btc-updown-5m-1773929400,1773929700,1773929700,btc-updown-5m-1773929400,65,265,50.5,48.5,44.5,34.5,45to55,45to55,lt45,lt45,-0.5333333333333333,negative,-1.926333333333605,negative,True,False,-30.0,down_dominant,4.749903338632741,17.884385949473444,18.5,-28.919999999998254,-14.0,-38.0,38.5,False,True
1773930000__btc-updown-5m-1773929700,1773930000,1773930000,btc-updown-5m-1773929700,65,265,52.5,61.0,54.5,44.0,45to55,gt55,45to55,lt45,-0.2833333333333333,negative,-1.446333333333314,negative,True,True,-12.0,down_dominant,8.996734434598201,39.68507720889825,28.5,-18.479999999995925,-17.0,-41.5,43.5,False,True
1773930300__btc-updown-5m-1773930000,1773930300,1773930300,btc-updown-5m-1773930000,65,265,53.0,52.5,63.0,69.0,45to55,45to55,gt55,gt55,0.5333333333333333,positive,2.417333333332984,positive,False,True,38.5,up_dominant,7.049884563591326,31.487649362467838,22.0,4.079999999987194,16.5,-39.5,41.0,False,True
1773930600__btc-updown-5m-1773930300,1773930600,1773930600,btc-updown-5m-1773930300,65,265,53.5,62.5,60.5,58.5,45to55,gt55,gt55,gt55,0.16666666666666666,positive,1.8313333333329258,positive,False,True,18.0,up_dominant,3.855219590372359,15.386444328600417,16.0,2.2999999999883585,-4.0,-50.0,50.0,False,True
1773930900__btc-updown-5m-1773930600,1773930900,1773930900,btc-updown-5m-1773930600,65,265,54.0,56.0,49.5,48.5,45to55,gt55,45to55,45to55,-0.18333333333333332,negative,-1.141333333333508,negative,False,True,-2.5,neutral,5.476643997612409,19.763202175728882,20.0,9.889999999999418,-7.5,36.0,-37.0,True,False
1773931200__btc-updown-5m-1773930900,1773931200,1773931200,btc-updown-5m-1773930900,65,265,51.5,50.0,41.0,40.5,45to55,45to55,lt45,lt45,-0.36666666666666664,negative,-2.2303333333334496,negative,True,True,-19.0,down_dominant,5.534416278573222,28.761738872672012,20.0,-61.5,-9.5,-41.0,41.0,False,True
1773931500__btc-updown-5m-1773931200,1773931500,1773931500,btc-updown-5m-1773931200,65,265,51.0,48.5,53.5,51.5,45to55,45to55,45to55,45to55,0.016666666666666666,positive,0.8476666666664339,positive,False,True,3.0,neutral,11.743511679852807,54.05820721084153,33.5,143.51999999998952,3.0,20.0,-20.0,True,False
1773931800__btc-updown-5m-1773931500,1773931800,1773931800,btc-updown-5m-1773931500,65,265,49.0,49.5,45.5,39.5,45to55,45to55,45to55,lt45,-0.31666666666666665,negative,-1.2593333333332946,negative,True,False,-21.0,down_dominant,7.361130169596064,24.848778431376594,23.5,-51.970000000001164,-10.0,-9.0,9.0,False,True
1773932100__btc-updown-5m-1773931800,1773932100,1773932100,btc-updown-5m-1773931800,65,265,51.5,63.5,66.5,72.5,45to55,gt55,gt55,gt55,0.7,positive,1.4916666666666667,positive,False,True,45.5,up_dominant,5.112491454322776,21.10389227098532,21.0,7.860000000000582,9.0,39.0,-39.0,True,False
1773932400__btc-updown-5m-1773932100,1773932400,1773932400,btc-updown-5m-1773932100,65,265,47.5,44.5,40.0,34.5,45to55,lt45,lt45,lt45,-0.43333333333333335,negative,-1.9879999999999807,negative,True,False,-31.0,down_dominant,7.188595606599732,25.16174828382924,24.0,-77.63999999999942,-10.0,57.5,-56.5,True,False
1773932700__btc-updown-5m-1773932400,1773932700,1773932700,btc-updown-5m-1773932400,65,265,53.5,46.5,55.5,57.5,45to55,45to55,gt55,gt55,0.13333333333333333,positive,0.956333333333411,positive,True,True,16.0,up_dominant,4.576836116116948,16.822725231920465,19.5,22.889999999999418,11.0,45.0,-45.5,True,False
1773933000__btc-updown-5m-1773932700,1773933000,1773933000,btc-updown-5m-1773932700,65,265,50.0,50.5,49.5,59.5,45to55,45to55,45to55,gt55,0.31666666666666665,positive,0.9910000000003493,positive,False,True,19.5,up_dominant,6.986692880789045,22.319683734360062,22.0,62.93000000000757,9.0,-48.0,49.0,False,True
1773933300__btc-updown-5m-1773933000,1773933300,1773933300,btc-updown-5m-1773933000,65,265,47.5,49.5,55.0,63.5,45to55,45to55,45to55,gt55,0.5333333333333333,positive,2.696333333333314,positive,False,True,28.5,up_dominant,7.424818314089927,25.06428055579566,25.0,38.61000000000058,14.0,-30.0,30.0,False,True
1773933600__btc-updown-5m-1773933300,1773933600,1773933600,btc-updown-5m-1773933300,65,265,48.5,45.5,50.5,45.0,45to55,45to55,45to55,45to55,-0.11666666666666667,negative,-0.4893333333335856,negative,True,True,-10.5,down_dominant,4.07553226818954,10.644307075500864,14.0,2.529999999998836,-0.5,-52.0,52.0,False,True
1773933900__btc-updown-5m-1773933600,1773933900,1773933900,btc-updown-5m-1773933600,65,265,52.5,63.5,64.5,66.5,45to55,gt55,gt55,gt55,0.4666666666666667,positive,1.8196666666665502,positive,True,True,33.0,up_dominant,8.141162317207217,29.202007183252984,27.0,-39.24000000000524,3.0,-19.5,25.0,False,True
1773934200__btc-updown-5m-1773933900,1773934200,1773934200,btc-updown-5m-1773933900,65,265,51.5,57.5,54.5,56.5,45to55,gt55,45to55,gt55,0.16666666666666666,positive,0.5083333333333333,positive,False,True,12.5,up_dominant,4.192512345040096,14.801089416165672,18.0,66.58999999999651,-1.0,-55.5,66.5,False,True
1773934500__btc-updown-5m-1773934200,1773934500,1773934500,btc-updown-5m-1773934200,65,265,54.5,56.0,55.5,53.5,45to55,gt55,gt55,45to55,-0.03333333333333333,negative,0.7066666666665696,positive,True,True,7.0,up_dominant,3.623240208037873,7.838201880761516,16.0,13.769999999989523,-2.5,49.0,-49.0,True,False
